#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 06 05 09 15  70  3.0  4.0    MM    MM    MM  MM     MM  14.9    MM  14.3   MM   MM    MM
2017 06 05 09 00  90  3.0  4.0    MM    MM    MM  MM     MM  15.0    MM  14.4   MM   MM    MM
2017 06 05 08 53  70  3.0  4.0    MM    MM    MM  MM     MM  14.9    MM  14.3   MM   MM    MM
2017 06 05 08 30 100  4.0  5.0    MM    MM    MM  MM     MM  15.0    MM  14.2   MM   MM    MM
2017 06 05 07 53 100  4.0  5.0    MM    MM    MM  MM     MM  15.0    MM  14.2   MM   MM    MM
2017 06 05 07 45 100  6.0  7.0    MM    MM    MM  MM     MM  14.7    MM  13.9   MM   MM    MM
2017 06 05 07 30  90  6.0  7.0    MM    MM    MM  MM     MM  14.7    MM  13.9   MM   MM    MM
2017 06 05 06 53  90  5.0  6.0    MM    MM    MM  MM     MM  14.7    MM  13.7   MM   MM    MM
2017 06 05 06 45  90  6.0  7.0    MM    MM    MM  MM     MM  14.5    MM  13.5   MM   MM    MM
2017 06 05 06 30 100  6.0  7.0    MM    MM    MM  MM     MM  14.6    MM  13.3   MM   MM    MM
2017 06 05 06 00 100  5.0  6.0    MM    MM    MM  MM     MM  14.8    MM  13.2   MM   MM    MM
2017 06 05 05 53  90  5.0  6.0    MM    MM    MM  MM     MM  14.7    MM  13.5   MM   MM    MM
2017 06 05 05 45 100  5.0  6.0    MM    MM    MM  MM     MM  14.7    MM  13.1   MM   MM    MM
2017 06 05 05 30  90  5.0  6.0   0.2    MM    MM  MM     MM  14.4    MM  13.1   MM   MM    MM
2017 06 05 05 00  60  5.0  6.0   0.2    MM    MM  MM     MM  14.5    MM  12.9   MM   MM    MM
2017 06 05 04 53  80  5.0  6.0   0.2    MM    MM  MM     MM  14.2    MM  13.1   MM   MM    MM
2017 06 05 04 30  90  5.0  6.0   0.2    MM    MM  MM     MM  14.5    MM  13.2   MM   MM    MM
2017 06 05 04 00 100  5.0  6.0   0.2    MM    MM  MM     MM  14.5    MM  12.8   MM   MM    MM
2017 06 05 03 53 100  5.0  6.0   0.2    MM    MM  MM     MM  14.5    MM  12.8   MM   MM    MM
2017 06 05 03 30  90  5.0  6.0   0.1    MM    MM  MM     MM  14.2    MM  12.9   MM   MM    MM
2017 06 05 03 00  90  5.0  6.0   0.1    MM    MM  MM     MM  14.1    MM  12.8   MM   MM    MM
2017 06 05 02 53  90  5.0  6.0   0.1    MM    MM  MM     MM  14.1    MM  12.8   MM   MM    MM
2017 06 05 02 30  90  5.0  6.0   0.1    MM    MM  MM     MM  13.9    MM  13.1   MM   MM    MM
2017 06 05 02 00  80  4.0  5.0   0.1    MM    MM  MM     MM  14.0    MM  13.1   MM   MM    MM
2017 06 05 01 53  80  4.0  5.0   0.1    MM    MM  MM     MM  14.0    MM  13.1   MM   MM    MM
2017 06 04 20 00 220  6.0  9.0   0.1    MM    MM  MM     MM  17.0    MM  12.5   MM   MM    MM
2017 06 04 19 53 220  6.0  9.0   0.1    MM    MM  MM     MM  17.0    MM  12.5   MM   MM    MM
2017 06 04 19 30 210  5.0  6.0   0.1    MM    MM  MM     MM  17.2    MM  12.6   MM   MM    MM
2017 06 04 19 23 220  6.0  9.0   0.1    MM    MM  MM     MM  17.0    MM  12.5   MM   MM    MM
2017 06 04 19 15 200  4.0  4.0   0.1    MM    MM  MM     MM  17.0    MM  13.1   MM   MM    MM
2017 06 04 18 53 200  4.0  4.0   0.1    MM    MM  MM     MM  17.0    MM  13.1   MM   MM    MM
2017 06 04 18 45 200  3.0  3.0   0.1    MM    MM  MM     MM  16.7    MM  13.2   MM   MM    MM
2017 06 04 18 15 190  2.0  2.0   0.1    MM    MM  MM     MM  16.6    MM  12.3   MM   MM    MM
2017 06 04 18 00 180  2.0  2.0   0.1    MM    MM  MM     MM  16.4    MM  11.8   MM   MM    MM
2017 06 04 17 53 190  2.0  2.0   0.1    MM    MM  MM     MM  16.6    MM  12.3   MM   MM    MM
2017 06 04 17 15 170  2.0  4.0   0.1    MM    MM  MM     MM  16.4    MM  11.8   MM   MM    MM
2017 06 04 16 53 190  2.0  2.0   0.1    MM    MM  MM     MM  16.4    MM  11.8   MM   MM    MM
2017 06 04 16 45 190  1.0  2.0   0.1    MM    MM  MM     MM  16.4    MM  12.1   MM   MM    MM
2017 06 04 16 30 210  1.0  2.0   0.1    MM    MM  MM     MM  16.1    MM  12.1   MM   MM    MM
2017 06 04 15 30 230  3.0  4.0   0.1    MM    MM  MM     MM  15.7    MM  11.6   MM   MM    MM
2017 06 04 15 23 230  3.0  4.0   0.1    MM    MM  MM     MM  15.7    MM  11.6   MM   MM    MM
2017 06 04 15 15 230  3.0  3.0   0.1    MM    MM  MM     MM  15.6    MM  11.4   MM   MM    MM
2017 06 04 14 45 240  3.0  4.0   0.1    MM    MM  MM     MM  15.5    MM  10.5   MM   MM    MM
2017 06 04 14 30 260  4.0  5.0   0.1    MM    MM  MM     MM  15.4    MM  10.4   MM   MM    MM
2017 06 04 14 23 240  3.0  4.0   0.1    MM    MM  MM     MM  15.5    MM  10.5   MM   MM    MM
2017 06 04 13 53 260  4.0  5.0   0.1    MM    MM  MM     MM  15.1    MM  10.1   MM   MM    MM
2017 06 04 12 00  MM  0.0  1.0   0.1    MM    MM  MM     MM  15.7    MM  10.0   MM   MM    MM
2017 06 04 11 53  MM  0.0  1.0   0.1    MM    MM  MM     MM  15.7    MM  10.0   MM   MM    MM
2017 06 04 11 45  MM  0.0  1.0   0.1    MM    MM  MM     MM  15.3    MM   9.2   MM   MM    MM
2017 06 04 11 30 320  1.0  2.0   0.1    MM    MM  MM     MM  15.2    MM   9.2   MM   MM    MM
2017 06 04 11 00 290  2.0  3.0   0.1    MM    MM  MM     MM  14.9    MM  10.6   MM   MM    MM
2017 06 04 10 53 300  2.0  3.0   0.1    MM    MM  MM     MM  15.0    MM  10.1   MM   MM    MM
2017 06 04 10 45 290  2.0  3.0   0.1    MM    MM  MM     MM  14.8    MM  10.7   MM   MM    MM
2017 06 04 10 30 290  1.0  2.0   0.1    MM    MM  MM     MM  14.2    MM  10.4   MM   MM    MM
2017 06 04 09 53 290  1.0  2.0   0.1    MM    MM  MM     MM  14.2    MM  10.4   MM   MM    MM
2017 06 04 09 45  10  1.0  2.0   0.1    MM    MM  MM     MM  14.4    MM  10.2   MM   MM    MM
2017 06 04 09 30  10  2.0  3.0   0.1    MM    MM  MM     MM  14.4    MM   9.9   MM   MM    MM
2017 06 04 09 00 350  3.0  4.0   0.1    MM    MM  MM     MM  14.6    MM   9.4   MM   MM    MM
2017 06 04 08 53 360  2.0  3.0   0.1    MM    MM  MM     MM  14.4    MM   9.8   MM   MM    MM
2017 06 04 08 30 360  3.0  4.0   0.2    MM    MM  MM     MM  14.7    MM   9.1   MM   MM    MM
2017 06 04 07 30 320  3.0  4.0   0.2    MM    MM  MM     MM  14.9    MM   9.9   MM   MM    MM
2017 06 04 07 23 320  3.0  4.0   0.2    MM    MM  MM     MM  14.9    MM   9.9   MM   MM    MM
2017 06 04 07 15 320  3.0  4.0   0.2    MM    MM  MM     MM  14.9    MM  10.2   MM   MM    MM
2017 06 04 07 00 330  3.0  4.0   0.2    MM    MM  MM     MM  14.9    MM  10.5   MM   MM    MM
2017 06 04 06 53 320  3.0  4.0   0.2    MM    MM  MM     MM  14.9    MM  10.2   MM   MM    MM
2017 06 04 06 45 340  3.0  3.0   0.2    MM    MM  MM     MM  14.9    MM  10.5   MM   MM    MM
2017 06 04 06 15 340  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM   9.9   MM   MM    MM
2017 06 04 06 00 340  3.0  4.0   0.2    MM    MM  MM     MM  15.4    MM  10.1   MM   MM    MM
2017 06 04 05 53 340  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM   9.9   MM   MM    MM
2017 06 04 05 45 330  3.0  4.0   0.2    MM    MM  MM     MM  15.6    MM  10.3   MM   MM    MM
2017 06 04 05 30 330  4.0  4.0   0.2    MM    MM  MM     MM  15.9    MM  10.0   MM   MM    MM
2017 06 04 05 00 320  4.0  5.0   0.2    MM    MM  MM     MM  16.4    MM   9.2   MM   MM    MM
2017 06 04 04 53 330  4.0  5.0   0.2    MM    MM  MM     MM  16.2    MM   9.8   MM   MM    MM
2017 06 04 04 45 300  4.0  5.0   0.2    MM    MM  MM     MM  16.2    MM   9.6   MM   MM    MM
2017 06 04 04 30 300  3.0  4.0   0.2    MM    MM  MM     MM  16.0    MM  10.5   MM   MM    MM
2017 06 04 03 53 320  3.0  5.0   0.2    MM    MM  MM     MM  16.5    MM   9.5   MM   MM    MM
2017 06 04 03 45 330  4.0  5.0   0.2    MM    MM  MM     MM  16.7    MM   8.7   MM   MM    MM
2017 06 04 03 15 350  3.0  4.0   0.2    MM    MM  MM     MM  16.6    MM   9.5   MM   MM    MM
2017 06 04 02 53 350  3.0  4.0   0.2    MM    MM  MM     MM  16.6    MM   9.5   MM   MM    MM
2017 06 04 02 45 320  2.0  3.0   0.2    MM    MM  MM     MM  16.6    MM   9.6   MM   MM    MM
2017 06 04 02 30 330  1.0  2.0    MM    MM    MM  MM     MM  15.8    MM  11.2   MM   MM    MM
2017 06 04 02 15 350  2.0  3.0    MM    MM    MM  MM     MM  16.0    MM  11.3   MM   MM    MM
2017 06 04 02 00 310  2.0  3.0    MM    MM    MM  MM     MM  16.0    MM  11.3   MM   MM    MM
2017 06 04 01 53 350  2.0  3.0    MM    MM    MM  MM     MM  16.0    MM  11.3   MM   MM    MM
2017 06 04 01 45 310  3.0  4.0    MM    MM    MM  MM     MM  16.6    MM  10.8   MM   MM    MM
2017 06 04 01 30 310  3.0  3.0    MM    MM    MM  MM     MM  16.7    MM  10.8   MM   MM    MM
2017 06 04 01 00 300  3.0  3.0    MM    MM    MM  MM     MM  16.9    MM  10.8   MM   MM    MM
2017 06 04 00 53 300  3.0  3.0    MM    MM    MM  MM     MM  16.7    MM  10.9   MM   MM    MM
2017 06 04 00 45 290  3.0  3.0    MM    MM    MM  MM     MM  17.0    MM  10.7   MM   MM    MM
2017 06 04 00 30 300  3.0  3.0    MM    MM    MM  MM     MM  17.0    MM  10.7   MM   MM    MM
2017 06 04 00 00 290  2.0  3.0    MM    MM    MM  MM     MM  17.4    MM  10.6   MM   MM    MM
2017 06 03 23 45 260  2.0  2.0    MM    MM    MM  MM     MM  17.3    MM  11.1   MM   MM    MM
2017 06 03 23 15 260  2.0  4.0    MM    MM    MM  MM     MM  17.6    MM  10.7   MM   MM    MM
2017 06 03 22 00 300  3.0  4.0    MM    MM    MM  MM     MM  18.2    MM   9.9   MM   MM    MM
2017 06 03 21 53 300  3.0  4.0    MM    MM    MM  MM     MM  18.2    MM   9.9   MM   MM    MM
2017 06 03 21 30 310  4.0  5.0    MM    MM    MM  MM     MM  17.8    MM  10.2   MM   MM    MM
2017 06 03 21 15 300  4.0  5.0    MM    MM    MM  MM     MM  17.9    MM  10.1   MM   MM    MM
2017 06 03 20 45 300  5.0  6.0    MM    MM    MM  MM     MM  17.8    MM  10.2   MM   MM    MM
2017 06 03 20 30 290  5.0  6.0    MM    MM    MM  MM     MM  17.7    MM  10.3   MM   MM    MM
2017 06 03 20 23 300  4.0  5.0    MM    MM    MM  MM     MM  17.9    MM  10.1   MM   MM    MM
2017 06 03 20 00 280  3.0  5.0    MM    MM    MM  MM     MM  17.4    MM  10.4   MM   MM    MM
2017 06 03 17 45 290  3.0  5.0    MM    MM    MM  MM     MM  16.3    MM   9.1   MM   MM    MM
2017 06 03 17 23 280  3.0  5.0    MM    MM    MM  MM     MM  17.4    MM  10.4   MM   MM    MM
2017 06 03 17 00 330  6.0  8.0    MM    MM    MM  MM     MM  15.7    MM   9.0   MM   MM    MM
2017 06 03 15 53 330  6.0  8.0    MM    MM    MM  MM     MM  15.7    MM   9.0   MM   MM    MM
2017 06 03 15 45 300  4.0  5.0    MM    MM    MM  MM     MM  15.0    MM  10.7   MM   MM    MM
2017 06 03 15 15 270  3.0  5.0    MM    MM    MM  MM     MM  14.6    MM   9.7   MM   MM    MM
2017 06 03 13 00 270  3.0  4.0    MM    MM    MM  MM     MM  13.9    MM   8.8   MM   MM    MM
2017 06 03 12 53 270  2.0  3.0    MM    MM    MM  MM     MM  14.6    MM   9.1   MM   MM    MM
2017 06 03 12 45 270  3.0  4.0   0.1    MM    MM  MM     MM  13.8    MM   9.2   MM   MM    MM
2017 06 03 12 23 270  3.0  4.0    MM    MM    MM  MM     MM  13.9    MM   8.8   MM   MM    MM
2017 06 03 11 00 280  3.0  4.0   0.1    MM    MM  MM     MM  14.5    MM  11.7   MM   MM    MM
2017 06 03 10 53 280  3.0  4.0   0.1    MM    MM  MM     MM  14.5    MM  11.7   MM   MM    MM
2017 06 03 10 45 280  3.0  4.0   0.1    MM    MM  MM     MM  14.6    MM  11.8   MM   MM    MM
2017 06 03 10 30 270  3.0  4.0   0.1    MM    MM  MM     MM  14.6    MM  12.1   MM   MM    MM
2017 06 03 10 15 270  3.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.9   MM   MM    MM
2017 06 03 09 53 270  3.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.9   MM   MM    MM
2017 06 03 09 45 270  3.0  4.0   0.1    MM    MM  MM     MM  14.6    MM  11.0   MM   MM    MM
2017 06 03 09 30 270  3.0  4.0   0.1    MM    MM  MM     MM  14.5    MM  11.3   MM   MM    MM
2017 06 03 08 53 240  3.0  4.0   0.1    MM    MM  MM     MM  14.6    MM  11.3   MM   MM    MM
2017 06 03 08 45 250  3.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.0   MM   MM    MM
2017 06 03 07 53 250  2.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.1   MM   MM    MM
2017 06 03 07 45 250  2.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.1   MM   MM    MM
2017 06 03 07 30 260  2.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.4   MM   MM    MM
2017 06 03 06 53 260  2.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  11.2   MM   MM    MM
2017 06 03 06 45 270  2.0  3.0   0.1    MM    MM  MM     MM  14.9    MM   9.2   MM   MM    MM
2017 06 03 06 30 270  2.0  3.0   0.1    MM    MM  MM     MM  14.8    MM   9.5   MM   MM    MM
2017 06 03 05 53 270  2.0  3.0   0.1    MM    MM  MM     MM  14.7    MM  10.0   MM   MM    MM
2017 06 03 05 45 270  1.0  2.0   0.1    MM    MM  MM     MM  14.7    MM   9.9   MM   MM    MM
2017 06 03 05 30 260  1.0  2.0   0.2    MM    MM  MM     MM  14.8    MM   9.8   MM   MM    MM
2017 06 03 04 53 330  1.0  2.0   0.2    MM    MM  MM     MM  14.8    MM   9.9   MM   MM    MM
2017 06 03 04 45 340  1.0  2.0   0.2    MM    MM  MM     MM  14.9    MM  10.3   MM   MM    MM
2017 06 03 04 30 340  2.0  3.0   0.2    MM    MM  MM     MM  15.1    MM   9.7   MM   MM    MM
2017 06 03 04 15 340  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM   9.0   MM   MM    MM
2017 06 03 03 53 340  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM   9.0   MM   MM    MM
2017 06 03 03 45 340  5.0  6.0   0.2    MM    MM  MM     MM  15.5    MM   9.3   MM   MM    MM
2017 06 03 03 30 330  6.0  8.0   0.2    MM    MM  MM     MM  16.2    MM   8.3   MM   MM    MM
2017 06 03 03 00 320  2.0  3.0   0.2    MM    MM  MM     MM  15.4    MM  10.8   MM   MM    MM
2017 06 03 02 53 330  4.0  7.0   0.2    MM    MM  MM     MM  15.6    MM  10.0   MM   MM    MM
2017 06 03 02 45 320  2.0  3.0   0.2    MM    MM  MM     MM  15.5    MM  10.9   MM   MM    MM
2017 06 03 02 15 320  3.0  4.0   0.2    MM    MM  MM     MM  15.9    MM  10.9   MM   MM    MM
2017 06 03 02 00 320  4.0  4.0   0.2    MM    MM  MM     MM  15.9    MM  11.2   MM   MM    MM
2017 06 03 01 53 320  3.0  4.0   0.2    MM    MM  MM     MM  15.9    MM  10.9   MM   MM    MM
2017 06 03 01 45 290  2.0  3.0   0.2    MM    MM  MM     MM  15.2    MM  12.4   MM   MM    MM
2017 06 03 00 53 310  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM  12.7   MM   MM    MM
2017 06 03 00 45 310  3.0  4.0   0.2    MM    MM  MM     MM  15.3    MM  12.7   MM   MM    MM
2017 06 03 00 30 270  2.0  3.0    MM    MM    MM  MM     MM  15.5    MM  12.6   MM   MM    MM
2017 06 02 23 45 220  3.0  4.0    MM    MM    MM  MM     MM  16.1    MM  12.0   MM   MM    MM
2017 06 02 20 45 200  9.0 12.0    MM    MM    MM  MM     MM  16.2    MM  11.0   MM   MM    MM
2017 06 02 20 30 190  8.0 10.0    MM    MM    MM  MM     MM  16.5    MM  10.6   MM   MM    MM
2017 06 02 20 23 200  9.0 12.0    MM    MM    MM  MM     MM  16.2    MM  11.0   MM   MM    MM
2017 06 02 20 00 180  7.0  9.0    MM    MM    MM  MM     MM  17.0    MM  10.1   MM   MM    MM
2017 06 02 19 53 180  7.0  9.0    MM    MM    MM  MM     MM  17.0    MM  10.1   MM   MM    MM
2017 06 02 19 00 210  8.0 14.0   0.2    MM    MM  MM     MM  18.1    MM  10.1   MM   MM    MM
2017 06 02 18 53 210  8.0 14.0   0.2    MM    MM  MM     MM  18.1    MM  10.1   MM   MM    MM
2017 06 02 17 45 170  3.0  4.0   0.1    MM    MM  MM     MM  17.5    MM  10.9   MM   MM    MM
2017 06 02 17 30 180  3.0  4.0   0.1    MM    MM  MM     MM  17.2    MM  10.4   MM   MM    MM
2017 06 02 17 23 170  3.0  4.0   0.1    MM    MM  MM     MM  17.5    MM  10.9   MM   MM    MM
2017 06 02 16 53 180  2.0  2.0   0.1    MM    MM  MM     MM  16.8    MM   9.9   MM   MM    MM
2017 06 02 16 30 190  1.0  2.0   0.1    MM    MM  MM     MM  16.3    MM  10.4   MM   MM    MM
2017 06 02 15 53 190  1.0  2.0   0.1    MM    MM  MM     MM  16.3    MM  10.4   MM   MM    MM
2017 06 02 15 45 240  2.0  3.0   0.1    MM    MM  MM     MM  15.6    MM  10.8   MM   MM    MM
2017 06 02 15 30 250  2.0  2.0   0.1    MM    MM  MM     MM  15.4    MM  11.0   MM   MM    MM
2017 06 02 15 00 240  2.0  2.0   0.1    MM    MM  MM     MM  15.2    MM  11.2   MM   MM    MM
2017 06 02 14 53 260  2.0  2.0   0.1    MM    MM  MM     MM  15.3    MM  11.6   MM   MM    MM
2017 06 02 14 15 250  3.0  3.0   0.1    MM    MM  MM     MM  15.0    MM  11.0   MM   MM    MM
2017 06 02 13 30 230  3.0  3.0   0.1    MM    MM  MM     MM  14.9    MM  11.2   MM   MM    MM
2017 06 02 13 23 230  3.0  3.0   0.1    MM    MM  MM     MM  14.9    MM  11.2   MM   MM    MM
2017 06 02 12 53 210  2.0  2.0   0.1    MM    MM  MM     MM  14.7    MM  11.1   MM   MM    MM
2017 06 02 12 45 210  2.0  2.0   0.1    MM    MM  MM     MM  14.7    MM  11.1   MM   MM    MM
2017 06 02 12 30 220  2.0  2.0   0.1    MM    MM  MM     MM  14.7    MM  10.3   MM   MM    MM
2017 06 02 11 45 240  1.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   9.4   MM   MM    MM
2017 06 02 11 23 240  1.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   9.4   MM   MM    MM
2017 06 02 11 00 300  1.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   8.4   MM   MM    MM
2017 06 02 10 53 300  1.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   8.4   MM   MM    MM
2017 06 02 10 30 240  1.0  2.0   0.1    MM    MM  MM     MM  14.7    MM   9.1   MM   MM    MM
2017 06 02 09 45 330  2.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   6.9   MM   MM    MM
2017 06 02 09 23 330  2.0  2.0   0.1    MM    MM  MM     MM  14.8    MM   6.9   MM   MM    MM
2017 06 02 09 00 300  2.0  2.0   0.1    MM    MM  MM     MM  14.6    MM   9.2   MM   MM    MM
2017 06 02 08 53 310  2.0  4.0   0.1    MM    MM  MM     MM  14.8    MM   7.3   MM   MM    MM
2017 06 02 08 45 310  1.0  2.0   0.2    MM    MM  MM     MM  14.7    MM   8.8   MM   MM    MM
2017 06 02 08 30 320  2.0  3.0   0.2    MM    MM  MM     MM  15.0    MM   7.9   MM   MM    MM
2017 06 02 08 00 320  2.0  3.0   0.2    MM    MM  MM     MM  15.1    MM   8.1   MM   MM    MM
2017 06 02 07 53 320  2.0  3.0   0.2    MM    MM  MM     MM  15.1    MM   7.5   MM   MM    MM
2017 06 02 07 30 350  2.0  4.0   0.2    MM    MM  MM     MM  15.4    MM   8.2   MM   MM    MM
2017 06 02 07 15 350  3.0  5.0    MM    MM    MM  MM     MM  15.5    MM   8.1   MM   MM    MM
2017 06 02 06 53 340  4.0  6.0    MM    MM    MM  MM     MM  15.7    MM   7.8   MM   MM    MM
2017 06 02 06 45 350  5.0  7.0    MM    MM    MM  MM     MM  15.9    MM   7.8   MM   MM    MM
2017 06 02 06 30 350  5.0  6.0    MM    MM    MM  MM     MM  15.8    MM   8.6   MM   MM    MM
2017 06 02 05 53 360  5.0  6.0    MM    MM    MM  MM     MM  15.8    MM   9.7   MM   MM    MM
2017 06 02 05 45 350  5.0  6.0    MM    MM    MM  MM     MM  15.9    MM  10.2   MM   MM    MM
2017 06 02 05 30 350  5.0  7.0   0.2    MM    MM  MM     MM  15.9    MM  10.7   MM   MM    MM
2017 06 02 04 53 350  5.0  7.0   0.2    MM    MM  MM     MM  16.1    MM  11.4   MM   MM    MM
2017 06 02 04 45 350  6.0  7.0   0.2    MM    MM  MM     MM  16.8    MM  11.1   MM   MM    MM
2017 06 02 04 30 330  6.0 10.0   0.2    MM    MM  MM     MM  17.0    MM  11.7   MM   MM    MM
2017 06 02 04 00 240  4.0  4.0   0.2    MM    MM  MM     MM  17.2    MM  13.2   MM   MM    MM
2017 06 02 03 53 330  6.0 10.0   0.2    MM    MM  MM     MM  17.0    MM  11.7   MM   MM    MM
2017 06 02 03 45 240  4.0  4.0   0.1    MM    MM  MM     MM  17.0    MM  13.7   MM   MM    MM
2017 06 02 03 00 240  3.0  4.0   0.1    MM    MM  MM     MM  17.7    MM  12.5   MM   MM    MM
2017 06 02 02 53 240  3.0  4.0   0.1    MM    MM  MM     MM  17.7    MM  12.5   MM   MM    MM
2017 06 02 01 45 240  4.0  4.0   0.1    MM    MM  MM     MM  17.6    MM  13.7   MM   MM    MM
2017 06 02 01 30 240  4.0  4.0   0.1    MM    MM  MM     MM  17.6    MM  13.9   MM   MM    MM
2017 06 02 01 23 240  4.0  4.0   0.1    MM    MM  MM     MM  17.6    MM  13.7   MM   MM    MM
2017 06 02 00 53 240  4.0  4.0   0.1    MM    MM  MM     MM  17.7    MM  13.9   MM   MM    MM
2017 06 02 00 45 250  3.0  4.0   0.1    MM    MM  MM     MM  17.9    MM  13.8   MM   MM    MM
2017 06 02 00 15 240  4.0  5.0   0.1    MM    MM  MM     MM  18.0    MM  14.1   MM   MM    MM
2017 06 02 00 00 240  4.0  5.0   0.1    MM    MM  MM     MM  18.5    MM  14.0   MM   MM    MM
2017 06 01 23 30 230  4.0  4.0   0.1    MM    MM  MM     MM  18.8    MM  14.1   MM   MM    MM
2017 06 01 23 15 230  3.0  3.0   0.1    MM    MM  MM     MM  18.3    MM  14.4   MM   MM    MM
2017 06 01 22 45 200  3.0  4.0   0.1    MM    MM  MM     MM  18.6    MM  14.6   MM   MM    MM
2017 06 01 22 30 190  4.0  4.0   0.1    MM    MM  MM     MM  18.2    MM  15.0   MM   MM    MM
2017 06 01 22 23 230  3.0  3.0   0.1    MM    MM  MM     MM  18.3    MM  14.4   MM   MM    MM
2017 06 01 21 30 190  4.0  6.0   0.1    MM    MM  MM     MM  18.3    MM  15.3   MM   MM    MM
2017 06 01 21 23 190  4.0  6.0   0.1    MM    MM  MM     MM  18.3    MM  15.3   MM   MM    MM
2017 06 01 21 15 200  5.0  7.0   0.1    MM    MM  MM     MM  18.7    MM  14.9   MM   MM    MM
2017 06 01 21 00 270  3.0  5.0   0.1    MM    MM  MM     MM  19.7    MM  14.0   MM   MM    MM
2017 06 01 19 45 240  2.0  3.0   0.1    MM    MM  MM     MM  17.1    MM  15.8   MM   MM    MM
2017 06 01 19 23 270  3.0  5.0   0.1    MM    MM  MM     MM  19.7    MM  14.0   MM   MM    MM
2017 06 01 19 15 210  3.0  4.0   0.1    MM    MM  MM     MM  17.2    MM  15.7   MM   MM    MM
2017 06 01 18 45 210  3.0  4.0   0.1    MM    MM  MM     MM  17.6    MM  15.4   MM   MM    MM
2017 06 01 18 23 210  3.0  4.0   0.1    MM    MM  MM     MM  17.6    MM  15.4   MM   MM    MM
2017 06 01 17 45 210  2.0  2.0   0.1    MM    MM  MM     MM  16.2    MM  16.1   MM   MM    MM
2017 06 01 17 23 210  2.0  2.0   0.1    MM    MM  MM     MM  16.2    MM  16.1   MM   MM    MM
2017 06 01 16 30 280  3.0  4.0   0.1    MM    MM  MM     MM  14.4    MM  14.4   MM   MM    MM
2017 06 01 16 23 280  3.0  4.0   0.1    MM    MM  MM     MM  14.4    MM  14.4   MM   MM    MM
2017 06 01 16 15 260  3.0  3.0   0.1    MM    MM  MM     MM  14.5    MM  14.5   MM   MM    MM
2017 06 01 13 45 240  2.0  3.0   0.1    MM    MM  MM     MM  14.7    MM  14.2   MM   MM    MM
2017 06 01 13 23 250  3.0  3.0   0.1    MM    MM  MM     MM  14.6    MM  14.6   MM   MM    MM
2017 06 01 13 15 230  1.0  2.0   0.2    MM    MM  MM     MM  14.8    MM  14.0   MM   MM    MM
2017 06 01 12 45 230  2.0  2.0   0.2    MM    MM  MM     MM  14.5    MM  13.9   MM   MM    MM
2017 06 01 12 23 230  2.0  2.0   0.2    MM    MM  MM     MM  14.5    MM  13.9   MM   MM    MM
2017 06 01 11 30 250  2.0  3.0   0.1    MM    MM  MM     MM  14.4    MM  13.8   MM   MM    MM
2017 06 01 11 23 250  2.0  3.0   0.1    MM    MM  MM     MM  14.4    MM  13.8   MM   MM    MM
2017 06 01 11 15 250  3.0  4.0   0.1    MM    MM  MM     MM  14.3    MM  13.7   MM   MM    MM
2017 06 01 11 00 240  4.0  5.0   0.1    MM    MM  MM     MM  14.1    MM  13.7   MM   MM    MM
2017 06 01 10 53 250  3.0  4.0   0.1    MM    MM  MM     MM  14.3    MM  13.7   MM   MM    MM
2017 06 01 10 45 250  4.0  5.0   0.1    MM    MM  MM     MM  14.1    MM  13.6   MM   MM    MM
2017 06 01 10 30 240  3.0  4.0   0.2    MM    MM  MM     MM  13.9    MM  13.5   MM   MM    MM
2017 06 01 09 45 210  3.0  4.0   0.2    MM    MM  MM     MM  13.8    MM  13.5   MM   MM    MM
2017 06 01 09 30 210  3.0  4.0   0.1    MM    MM  MM     MM  13.9    MM  13.6   MM   MM    MM
2017 06 01 09 23 210  3.0  4.0   0.2    MM    MM  MM     MM  13.8    MM  13.5   MM   MM    MM
2017 06 01 07 00 120  3.0  4.0   0.1    MM    MM  MM     MM  14.1    MM  13.4   MM   MM    MM
2017 06 01 06 53 120  3.0  4.0   0.1    MM    MM  MM     MM  14.1    MM  13.4   MM   MM    MM
2017 06 01 06 30  80  3.0  4.0   0.2    MM    MM  MM     MM  14.4    MM  13.4   MM   MM    MM
