#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 23 06 45 310  4.0  5.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 06 30 310  4.0  5.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 05 45 320  4.0  5.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 05 30 320  4.0  5.0   0.1    MM    MM  MM     MM  13.3    MM  13.3   MM   MM    MM
2017 05 23 05 23 310  4.0  4.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 05 00 320  3.0  4.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 04 53 320  3.0  4.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 04 30 330  3.0  4.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 03 45  40  2.0  2.0   0.1    MM    MM  MM     MM  13.5    MM  13.5   MM   MM    MM
2017 05 23 03 30  10  2.0  2.0   0.1    MM    MM  MM     MM  13.6    MM  13.6   MM   MM    MM
2017 05 23 03 23 320  2.0  4.0   0.1    MM    MM  MM     MM  13.2    MM  13.2   MM   MM    MM
2017 05 23 03 00  30  1.0  2.0   0.1    MM    MM  MM     MM  13.9    MM  13.9   MM   MM    MM
2017 05 23 02 53  20  1.0  1.0   0.1    MM    MM  MM     MM  13.8    MM  13.8   MM   MM    MM
2017 05 23 02 45  30  1.0  2.0   0.2    MM    MM  MM     MM  13.9    MM  13.9   MM   MM    MM
2017 05 23 02 30  60  1.0  2.0   0.2    MM    MM  MM     MM  14.0    MM  13.9   MM   MM    MM
2017 05 23 02 00  40  2.0  2.0   0.2    MM    MM  MM     MM  14.0    MM  13.9   MM   MM    MM
2017 05 23 01 53  60  1.0  2.0   0.2    MM    MM  MM     MM  14.0    MM  13.8   MM   MM    MM
2017 05 23 01 45  30  2.0  2.0   0.2    MM    MM  MM     MM  14.1    MM  13.9   MM   MM    MM
2017 05 23 01 15 320  2.0  3.0   0.4     2    MM  MM     MM  14.3    MM  14.1   MM   MM    MM
2017 05 23 00 30 180  3.0  4.0   0.4     2    MM  MM     MM  14.9    MM  14.7   MM   MM    MM
2017 05 23 00 23 320  2.0  3.0   0.4     2    MM  MM     MM  14.3    MM  14.1   MM   MM    MM
2017 05 23 00 00 170  4.0  5.0   0.4     3    MM  MM     MM  15.0    MM  14.8   MM   MM    MM
2017 05 22 23 30 130  3.0  4.0   0.4     3    MM  MM     MM  14.8    MM  14.6   MM   MM    MM
2017 05 22 22 45 150  4.0  5.0   0.5     3    MM  MM     MM  14.8    MM  14.4   MM   MM    MM
2017 05 22 22 15 160  5.0  6.0   0.5     2    MM  MM     MM  14.7    MM  14.4   MM   MM    MM
2017 05 22 21 53 160  4.0  5.0   0.5     2    MM  MM     MM  14.7    MM  14.4   MM   MM    MM
2017 05 22 20 30 110  5.0  7.0   0.4     3    MM  MM     MM  13.6    MM  13.5   MM   MM    MM
2017 05 22 20 23 110  5.0  7.0   0.4     3    MM  MM     MM  13.6    MM  13.5   MM   MM    MM
2017 05 22 18 45 100  5.0  6.0   0.3     3    MM  MM     MM  12.5    MM  11.9   MM   MM    MM
2017 05 22 18 23 100  5.0  6.0   0.3     3    MM  MM     MM  12.5    MM  11.9   MM   MM    MM
2017 05 22 18 00 100  5.0  7.0   0.3     3    MM  MM     MM  12.4    MM  12.4   MM   MM    MM
2017 05 22 17 53 100  5.0  7.0   0.3     3    MM  MM     MM  12.4    MM  12.4   MM   MM    MM
2017 05 22 17 30 110  5.0  6.0   0.3     3    MM  MM     MM  12.2    MM  11.4   MM   MM    MM
2017 05 22 17 15 120  5.0  6.0   0.2    MM    MM  MM     MM  12.1    MM  11.3   MM   MM    MM
2017 05 22 17 00 130  5.0  6.0   0.2    MM    MM  MM     MM  12.1    MM  11.1   MM   MM    MM
2017 05 22 16 53 130  5.0  6.0   0.2    MM    MM  MM     MM  12.1    MM  11.1   MM   MM    MM
2017 05 22 16 15 140  5.0  6.0   0.3     3    MM  MM     MM  12.7    MM   9.0   MM   MM    MM
2017 05 22 16 00 140  6.0  7.0   0.3     3    MM  MM     MM  13.1    MM   9.6   MM   MM    MM
2017 05 22 15 53 140  6.0  7.0   0.3     3    MM  MM     MM  13.1    MM   9.6   MM   MM    MM
2017 05 22 15 45 140  6.0  7.0   0.3     3    MM  MM     MM  13.1    MM  10.5   MM   MM    MM
2017 05 22 15 30 150  6.0  7.0   0.2    MM    MM  MM     MM  13.1    MM  10.5   MM   MM    MM
2017 05 22 14 53 150  6.0  7.0   0.2    MM    MM  MM     MM  13.1    MM  10.3   MM   MM    MM
2017 05 22 14 45 150  5.0  6.0   0.1    MM    MM  MM     MM  13.0    MM  10.2   MM   MM    MM
2017 05 22 14 00 150  5.0  6.0   0.1    MM    MM  MM     MM  12.8    MM  10.1   MM   MM    MM
2017 05 22 13 53 150  5.0  6.0   0.1    MM    MM  MM     MM  12.8    MM  10.1   MM   MM    MM
2017 05 22 07 45 170  3.0  3.0   0.1    MM    MM  MM     MM  13.4    MM   6.9   MM   MM    MM
2017 05 22 07 30 170  3.0  4.0   0.1    MM    MM  MM     MM  13.4    MM   6.7   MM   MM    MM
2017 05 22 07 23 170  3.0  3.0   0.1    MM    MM  MM     MM  13.4    MM   6.9   MM   MM    MM
2017 05 22 07 00 160  3.0  4.0   0.1    MM    MM  MM     MM  13.3    MM   6.6   MM   MM    MM
2017 05 22 06 53 170  3.0  4.0   0.1    MM    MM  MM     MM  13.3    MM   6.8   MM   MM    MM
2017 05 22 06 45 160  3.0  4.0   0.1    MM    MM  MM     MM  13.3    MM   6.7   MM   MM    MM
2017 05 22 06 15 180  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   6.3   MM   MM    MM
2017 05 22 06 00 170  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   6.2   MM   MM    MM
2017 05 22 05 53 180  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   6.3   MM   MM    MM
2017 05 22 05 30 170  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   6.4   MM   MM    MM
2017 05 22 04 53 170  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   6.4   MM   MM    MM
2017 05 22 04 45 180  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   6.1   MM   MM    MM
2017 05 22 04 30 180  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   6.3   MM   MM    MM
2017 05 22 04 00 180  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   5.1   MM   MM    MM
2017 05 22 03 53 180  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   5.1   MM   MM    MM
2017 05 22 03 30 180  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   5.4   MM   MM    MM
2017 05 22 02 45 200  4.0  4.0   0.2    MM    MM  MM     MM  13.2    MM   5.9   MM   MM    MM
2017 05 22 02 23 200  4.0  4.0   0.2    MM    MM  MM     MM  13.2    MM   5.9   MM   MM    MM
2017 05 22 02 00 190  4.0  5.0   0.2    MM    MM  MM     MM  13.6    MM   5.2   MM   MM    MM
2017 05 22 01 53 190  4.0  5.0   0.2    MM    MM  MM     MM  13.6    MM   5.2   MM   MM    MM
2017 05 22 01 45 190  4.0  5.0   0.3     2    MM  MM     MM  13.7    MM   5.2   MM   MM    MM
2017 05 22 01 15 190  4.0  5.0   0.3     2    MM  MM     MM  13.9    MM   4.9   MM   MM    MM
2017 05 22 00 53 200  4.0  5.0   0.3     2    MM  MM     MM  14.0    MM   5.1   MM   MM    MM
2017 05 22 00 45 200  5.0  5.0   0.3     2    MM  MM     MM  14.2    MM   5.1   MM   MM    MM
2017 05 22 00 30 200  5.0  5.0   0.3     2    MM  MM     MM  14.4    MM   5.1   MM   MM    MM
2017 05 21 23 00 180  5.0  6.0   0.2    MM    MM  MM     MM  15.1    MM   5.2   MM   MM    MM
2017 05 21 20 23 180  5.0  6.0   0.2    MM    MM  MM     MM  15.1    MM   5.2   MM   MM    MM
2017 05 21 18 30  70  1.0  2.0   0.1    MM    MM  MM     MM  14.3    MM   8.9   MM   MM    MM
2017 05 21 18 23  70  1.0  2.0   0.1    MM    MM  MM     MM  14.3    MM   8.9   MM   MM    MM
2017 05 21 18 00  80  3.0  3.0   0.1    MM    MM  MM     MM  14.0    MM   8.4   MM   MM    MM
2017 05 21 17 53  80  3.0  3.0   0.1    MM    MM  MM     MM  14.0    MM   8.4   MM   MM    MM
2017 05 21 17 30  80  2.0  3.0   0.1    MM    MM  MM     MM  13.8    MM   7.5   MM   MM    MM
2017 05 21 17 15  70  2.0  2.0   0.1    MM    MM  MM     MM  13.8    MM   7.3   MM   MM    MM
2017 05 21 17 00  60  2.0  2.0   0.1    MM    MM  MM     MM  13.7    MM   7.4   MM   MM    MM
2017 05 21 16 53  70  2.0  2.0   0.1    MM    MM  MM     MM  13.8    MM   7.3   MM   MM    MM
2017 05 21 16 30  50  2.0  2.0   0.1    MM    MM  MM     MM  13.5    MM   8.2   MM   MM    MM
2017 05 21 15 53  40  1.0  2.0   0.1    MM    MM  MM     MM  13.4    MM   9.0   MM   MM    MM
2017 05 21 15 45  20  1.0  2.0   0.1    MM    MM  MM     MM  13.1    MM   9.7   MM   MM    MM
2017 05 21 15 30  30  1.0  2.0   0.1    MM    MM  MM     MM  12.9    MM   9.9   MM   MM    MM
2017 05 21 13 45  80  2.0  2.0   0.1    MM    MM  MM     MM  12.1    MM  10.1   MM   MM    MM
2017 05 21 13 30  90  2.0  2.0   0.1    MM    MM  MM     MM  11.9    MM  10.1   MM   MM    MM
2017 05 21 13 23  50  1.0  2.0   0.1    MM    MM  MM     MM  12.7    MM  10.0   MM   MM    MM
2017 05 21 13 15  90  2.0  3.0   0.1    MM    MM  MM     MM  11.7    MM   9.9   MM   MM    MM
2017 05 21 10 30  70  3.0  4.0   0.1    MM    MM  MM     MM  11.5    MM  10.0   MM   MM    MM
2017 05 21 10 23  70  3.0  4.0   0.1    MM    MM  MM     MM  11.5    MM  10.0   MM   MM    MM
2017 05 21 10 00  40  2.0  3.0   0.1    MM    MM  MM     MM  11.6    MM  10.3   MM   MM    MM
2017 05 21 09 53  40  2.0  3.0   0.1    MM    MM  MM     MM  11.6    MM  10.3   MM   MM    MM
2017 05 21 09 45  40  2.0  3.0   0.1    MM    MM  MM     MM  11.8    MM  10.2   MM   MM    MM
2017 05 21 07 00 250  3.0  3.0   0.2    MM    MM  MM     MM  12.8    MM   7.3   MM   MM    MM
2017 05 21 06 53 250  3.0  3.0   0.2    MM    MM  MM     MM  12.8    MM   7.3   MM   MM    MM
2017 05 21 06 45 230  3.0  4.0   0.2    MM    MM  MM     MM  12.8    MM   6.8   MM   MM    MM
2017 05 21 06 30 230  3.0  4.0   0.2    MM    MM  MM     MM  12.7    MM   7.2   MM   MM    MM
2017 05 21 06 15 230  3.0  4.0   0.2    MM    MM  MM     MM  12.7    MM   7.4   MM   MM    MM
2017 05 21 05 53 230  3.0  4.0   0.2    MM    MM  MM     MM  12.7    MM   7.4   MM   MM    MM
2017 05 21 05 45 230  3.0  4.0   0.2    MM    MM  MM     MM  12.7    MM   7.4   MM   MM    MM
2017 05 21 05 00 220  3.0  4.0   0.2    MM    MM  MM     MM  12.6    MM   7.8   MM   MM    MM
2017 05 21 04 53 230  3.0  4.0   0.2    MM    MM  MM     MM  12.6    MM   7.6   MM   MM    MM
2017 05 21 04 45 220  4.0  5.0   0.2    MM    MM  MM     MM  12.6    MM   8.3   MM   MM    MM
2017 05 21 04 15 210  4.0  5.0   0.2    MM    MM  MM     MM  12.5    MM   8.4   MM   MM    MM
2017 05 21 04 00 210  4.0  5.0   0.3     2    MM  MM     MM  12.5    MM   8.3   MM   MM    MM
2017 05 21 03 53 210  4.0  5.0   0.2    MM    MM  MM     MM  12.5    MM   8.3   MM   MM    MM
2017 05 21 03 45 200  4.0  5.0   0.3     2    MM  MM     MM  12.5    MM   8.1   MM   MM    MM
2017 05 21 03 15 190  4.0  6.0   0.3     2    MM  MM     MM  12.4    MM   8.0   MM   MM    MM
2017 05 21 03 00 190  5.0  6.0   0.3     2    MM  MM     MM  12.5    MM   8.0   MM   MM    MM
2017 05 21 02 53 200  4.0  5.0   0.3     2    MM  MM     MM  12.4    MM   8.2   MM   MM    MM
2017 05 21 02 45 190  5.0  6.0   0.3     3    MM  MM     MM  12.5    MM   8.2   MM   MM    MM
2017 05 21 02 00 180  5.0  6.0   0.3     3    MM  MM     MM  12.7    MM   8.4   MM   MM    MM
2017 05 21 01 53 190  5.0  6.0   0.3     3    MM  MM     MM  12.6    MM   8.6   MM   MM    MM
2017 05 21 01 45 180  5.0  6.0   0.2    MM    MM  MM     MM  12.8    MM   8.5   MM   MM    MM
2017 05 21 01 15 180  6.0  7.0   0.2    MM    MM  MM     MM  13.1    MM   7.8   MM   MM    MM
2017 05 21 00 53 180  6.0  7.0   0.2    MM    MM  MM     MM  12.9    MM   8.0   MM   MM    MM
2017 05 21 00 45 160  5.0  6.0   0.2    MM    MM  MM     MM  13.6    MM   7.9   MM   MM    MM
2017 05 21 00 30 170  5.0  6.0   0.1    MM    MM  MM     MM  13.8    MM   7.5   MM   MM    MM
2017 05 20 22 00 180  2.0  4.0   0.1    MM    MM  MM     MM  15.1    MM  10.2   MM   MM    MM
2017 05 20 21 53 170  5.0  6.0   0.1    MM    MM  MM     MM  13.8    MM   7.5   MM   MM    MM
2017 05 20 21 45 210  2.0  2.0   0.2    MM    MM  MM     MM  15.0    MM  10.1   MM   MM    MM
2017 05 20 21 15 210  3.0  3.0   0.2    MM    MM  MM     MM  14.9    MM   9.3   MM   MM    MM
2017 05 20 20 53 210  2.0  3.0   0.2    MM    MM  MM     MM  14.8    MM   9.6   MM   MM    MM
2017 05 20 20 45 200  3.0  4.0   0.2    MM    MM  MM     MM  14.7    MM   8.4   MM   MM    MM
2017 05 20 20 00 210  3.0  3.0   0.2    MM    MM  MM     MM  14.8    MM   7.2   MM   MM    MM
2017 05 20 19 53 210  3.0  3.0   0.2    MM    MM  MM     MM  14.7    MM   8.3   MM   MM    MM
2017 05 20 18 00 170  3.0  3.0   0.2    MM    MM  MM     MM  14.2    MM   5.5   MM   MM    MM
2017 05 20 17 53 170  3.0  3.0   0.2    MM    MM  MM     MM  14.2    MM   5.5   MM   MM    MM
2017 05 20 17 45 170  3.0  3.0   0.2    MM    MM  MM     MM  14.2    MM   6.3   MM   MM    MM
2017 05 20 16 30 110  1.0  2.0   0.2    MM    MM  MM     MM  13.9    MM   8.2   MM   MM    MM
2017 05 20 16 23 110  1.0  2.0   0.2    MM    MM  MM     MM  13.9    MM   8.2   MM   MM    MM
2017 05 20 16 00  50  1.0  2.0   0.2    MM    MM  MM     MM  13.6    MM   8.4   MM   MM    MM
2017 05 20 15 53  50  1.0  2.0   0.2    MM    MM  MM     MM  13.6    MM   8.4   MM   MM    MM
2017 05 20 15 15  70  2.0  2.0   0.2    MM    MM  MM     MM  13.5    MM   8.4   MM   MM    MM
2017 05 20 14 45  60  2.0  4.0   0.2    MM    MM  MM     MM  13.1    MM   9.0   MM   MM    MM
2017 05 20 14 30  40  2.0  3.0   0.2    MM    MM  MM     MM  13.2    MM   8.8   MM   MM    MM
2017 05 20 14 23  70  2.0  2.0   0.2    MM    MM  MM     MM  13.5    MM   8.4   MM   MM    MM
2017 05 20 14 00  60  3.0  4.0   0.2    MM    MM  MM     MM  13.3    MM   8.3   MM   MM    MM
2017 05 20 13 53  60  3.0  4.0   0.2    MM    MM  MM     MM  13.3    MM   8.3   MM   MM    MM
2017 05 20 13 45  60  3.0  4.0   0.2    MM    MM  MM     MM  13.3    MM   8.5   MM   MM    MM
2017 05 20 13 30  50  3.0  4.0   0.2    MM    MM  MM     MM  13.2    MM   8.8   MM   MM    MM
2017 05 20 13 15  50  3.0  4.0   0.2    MM    MM  MM     MM  13.1    MM   9.3   MM   MM    MM
2017 05 20 12 53  50  3.0  4.0   0.2    MM    MM  MM     MM  13.2    MM   8.8   MM   MM    MM
2017 05 20 12 45  50  4.0  5.0   0.2    MM    MM  MM     MM  13.4    MM   8.4   MM   MM    MM
2017 05 20 12 15  50  4.0  5.0   0.2    MM    MM  MM     MM  13.1    MM   8.8   MM   MM    MM
2017 05 20 11 53  50  5.0  6.0   0.2    MM    MM  MM     MM  13.3    MM   8.7   MM   MM    MM
2017 05 20 11 45  40  4.0  5.0   0.2    MM    MM  MM     MM  13.3    MM   8.1   MM   MM    MM
2017 05 20 11 30  50  4.0  5.0   0.3     3    MM  MM     MM  13.3    MM   8.0   MM   MM    MM
2017 05 20 10 45  50  5.0  6.0   0.3     3    MM  MM     MM  13.5    MM   7.9   MM   MM    MM
2017 05 20 10 30  50  5.0  7.0   0.3     3    MM  MM     MM  13.4    MM   8.1   MM   MM    MM
2017 05 20 10 23  50  5.0  6.0   0.3     3    MM  MM     MM  13.4    MM   7.9   MM   MM    MM
2017 05 20 10 15  60  5.0  6.0   0.3     3    MM  MM     MM  13.6    MM   7.9   MM   MM    MM
2017 05 20 10 00  50  6.0  6.0   0.4     2    MM  MM     MM  13.8    MM   7.8   MM   MM    MM
2017 05 20 09 53  50  5.0  7.0   0.3     3    MM  MM     MM  13.4    MM   8.1   MM   MM    MM
2017 05 20 09 45  50  5.0  6.0   0.5     2    MM  MM     MM  13.7    MM   8.1   MM   MM    MM
2017 05 20 09 15  40  5.0  6.0   0.5     2    MM  MM     MM  14.0    MM   8.1   MM   MM    MM
2017 05 20 08 53  50  5.0  6.0   0.5     2    MM  MM     MM  13.9    MM   8.1   MM   MM    MM
2017 05 20 08 45  30  6.0  7.0   0.5     3    MM  MM     MM  14.1    MM   7.8   MM   MM    MM
2017 05 20 08 00  30  7.0  9.0   0.5     3    MM  MM     MM  14.6    MM   7.6   MM   MM    MM
2017 05 20 07 53  40  6.0  7.0   0.5     3    MM  MM     MM  14.3    MM   7.7   MM   MM    MM
2017 05 20 06 45  30  9.0 12.0   0.4     3    MM  MM     MM  15.4    MM   9.0   MM   MM    MM
2017 05 20 06 30  30  8.0 10.0   0.2    MM    MM  MM     MM  15.4    MM  10.5   MM   MM    MM
2017 05 20 06 23  30  9.0 12.0   0.4     3    MM  MM     MM  15.4    MM   9.0   MM   MM    MM
2017 05 20 06 00  30  7.0  9.0   0.2    MM    MM  MM     MM  15.9    MM  11.2   MM   MM    MM
2017 05 20 05 53  30  8.0  9.0   0.2    MM    MM  MM     MM  15.8    MM  10.8   MM   MM    MM
2017 05 20 05 45  20  6.0  7.0   0.2    MM    MM  MM     MM  15.7    MM  11.8   MM   MM    MM
2017 05 20 05 15  30  6.0  7.0   0.2    MM    MM  MM     MM  16.4    MM  12.3   MM   MM    MM
2017 05 20 04 53  20  7.0  8.0   0.2    MM    MM  MM     MM  16.5    MM  11.7   MM   MM    MM
2017 05 20 04 45  10  4.0  5.0   0.3     2    MM  MM     MM  16.4    MM  12.4   MM   MM    MM
2017 05 20 04 30 360  5.0  6.0   0.2    MM    MM  MM     MM  16.8    MM  12.4   MM   MM    MM
2017 05 20 04 00 360  5.0  7.0   0.2    MM    MM  MM     MM  17.3    MM  12.3   MM   MM    MM
2017 05 20 03 53 360  5.0  6.0   0.2    MM    MM  MM     MM  16.8    MM  12.4   MM   MM    MM
2017 05 20 03 30 350  5.0  6.0   0.3     2    MM  MM     MM  17.3    MM  12.1   MM   MM    MM
2017 05 20 03 00 340  4.0  5.0   0.3     2    MM  MM     MM  18.1    MM  11.5   MM   MM    MM
2017 05 20 02 53 350  5.0  6.0   0.3     2    MM  MM     MM  17.3    MM  12.1   MM   MM    MM
2017 05 20 02 45 340  3.0  4.0   0.3     2    MM  MM     MM  18.6    MM  11.3   MM   MM    MM
2017 05 20 02 00 350  4.0  5.0   0.3     2    MM  MM     MM  18.2    MM  11.9   MM   MM    MM
2017 05 20 01 53 350  4.0  5.0   0.3     2    MM  MM     MM  18.2    MM  11.9   MM   MM    MM
2017 05 20 01 45 360  5.0  6.0   0.2    MM    MM  MM     MM  18.7    MM  12.0   MM   MM    MM
2017 05 20 01 30  10  5.0  7.0   0.2    MM    MM  MM     MM  19.3    MM  12.6   MM   MM    MM
2017 05 20 00 15 330  4.0  5.0   0.2    MM    MM  MM     MM  19.2    MM  15.3   MM   MM    MM
2017 05 19 23 45 320  5.0  8.0   0.2    MM    MM  MM     MM  20.0    MM  16.0   MM   MM    MM
2017 05 19 23 30 250  3.0  8.0   0.2    MM    MM  MM     MM  19.0    MM  16.1   MM   MM    MM
2017 05 19 23 15 230  3.0  3.0   0.2    MM    MM  MM     MM  18.2    MM  15.9   MM   MM    MM
2017 05 19 20 23 230  3.0  3.0   0.2    MM    MM  MM     MM  18.2    MM  15.9   MM   MM    MM
2017 05 19 20 15 250  4.0  5.0   0.2    MM    MM  MM     MM  19.7    MM  15.3   MM   MM    MM
2017 05 19 15 45 230  5.0  6.0   0.3     2    MM  MM     MM  18.1    MM  15.5   MM   MM    MM
2017 05 19 15 23 250  4.0  5.0   0.3     2    MM  MM     MM  19.7    MM  15.3   MM   MM    MM
2017 05 19 14 00 240  5.0  5.0   0.2    MM    MM  MM     MM  17.0    MM  15.3   MM   MM    MM
2017 05 19 13 53 240  5.0  5.0   0.2    MM    MM  MM     MM  17.0    MM  15.3   MM   MM    MM
2017 05 19 13 45 240  5.0  6.0   0.3     2    MM  MM     MM  16.7    MM  15.3   MM   MM    MM
2017 05 19 13 15 230  4.0  5.0   0.3     2    MM  MM     MM  16.1    MM  14.9   MM   MM    MM
2017 05 19 12 53 230  4.0  5.0   0.3     2    MM  MM     MM  16.1    MM  14.9   MM   MM    MM
2017 05 19 12 45 250  3.0  4.0   0.3     3    MM  MM     MM  16.2    MM  14.9   MM   MM    MM
2017 05 19 12 15 240  3.0  4.0   0.3     3    MM  MM     MM  15.9    MM  14.5   MM   MM    MM
2017 05 19 12 00 230  3.0  4.0   0.3     3    MM  MM     MM  16.0    MM  14.7   MM   MM    MM
2017 05 19 11 53 240  3.0  4.0   0.3     3    MM  MM     MM  15.9    MM  14.5   MM   MM    MM
2017 05 19 11 45 230  3.0  3.0   0.3     3    MM  MM     MM  15.9    MM  14.6   MM   MM    MM
2017 05 19 05 15 220  6.0  7.0   0.3     3    MM  MM     MM  18.1    MM  15.2   MM   MM    MM
2017 05 19 05 00 220  5.0  6.0   0.3     3    MM  MM     MM  17.4    MM  15.0   MM   MM    MM
2017 05 19 04 53 260  3.0  3.0   0.3     3    MM  MM     MM  15.9    MM  14.6   MM   MM    MM
2017 05 19 04 45 210  4.0  5.0   0.4     3    MM  MM     MM  16.9    MM  14.6   MM   MM    MM
2017 05 19 04 15 210  5.0  5.0   0.4     3    MM  MM     MM  17.1    MM  14.7   MM   MM    MM
2017 05 19 03 53 210  4.0  5.0   0.4     3    MM  MM     MM  17.0    MM  14.6   MM   MM    MM
2017 05 19 03 45 210  5.0  5.0   0.4     3    MM  MM     MM  17.0    MM  14.5   MM   MM    MM
2017 05 19 03 30 210  5.0  6.0   0.5     3    MM  MM     MM  17.2    MM  14.5   MM   MM    MM
2017 05 19 03 15 210  6.0  7.0   0.5     3    MM  MM     MM  17.3    MM  14.5   MM   MM    MM
2017 05 19 03 00 210  6.0  8.0   0.6     3    MM  MM     MM  16.9    MM  14.4   MM   MM    MM
2017 05 19 02 53 210  5.0  6.0   0.5     3    MM  MM     MM  17.2    MM  14.5   MM   MM    MM
2017 05 19 02 30 210  7.0  8.0   0.6     3    MM  MM     MM  17.3    MM  14.4   MM   MM    MM
2017 05 19 02 15 200  8.0  9.0   0.6     3    MM  MM     MM  17.7    MM  14.5   MM   MM    MM
2017 05 19 01 53 210  7.0  8.0   0.6     3    MM  MM     MM  17.3    MM  14.4   MM   MM    MM
2017 05 19 01 45 200  7.0  8.0   0.5     3    MM  MM     MM  17.8    MM  14.6   MM   MM    MM
2017 05 19 01 30 200  7.0  8.0   0.5     3    MM  MM     MM  17.8    MM  14.6   MM   MM    MM
2017 05 19 00 30 200  7.0  8.0   0.5     3    MM  MM     MM  18.8    MM  14.8   MM   MM    MM
2017 05 19 00 23 200  7.0  8.0   0.5     3    MM  MM     MM  18.8    MM  14.8   MM   MM    MM
2017 05 18 23 45 190  6.0  7.0   0.5     3    MM  MM     MM  18.6    MM  14.5   MM   MM    MM
2017 05 18 23 23 200  7.0  8.0   0.5     3    MM  MM     MM  18.5    MM  14.7   MM   MM    MM
2017 05 18 22 30 200  7.0  8.0   0.4     2    MM  MM     MM  20.8    MM  13.8   MM   MM    MM
2017 05 18 22 23 200  7.0  8.0   0.5     3    MM  MM     MM  20.8    MM  13.8   MM   MM    MM
2017 05 18 22 00 200  8.0  9.0   0.3     2    MM  MM     MM  21.4    MM  14.3   MM   MM    MM
2017 05 18 21 53 200  7.0  8.0   0.4     2    MM  MM     MM  20.9    MM  13.9   MM   MM    MM
2017 05 18 21 30 200  7.0  9.0   0.1    MM    MM  MM     MM  21.3    MM  15.1   MM   MM    MM
2017 05 18 19 00 210  5.0  6.0   0.1    MM    MM  MM     MM  20.7    MM  14.5   MM   MM    MM
2017 05 18 18 53 200  7.0  9.0   0.1    MM    MM  MM     MM  21.3    MM  15.1   MM   MM    MM
2017 05 18 18 15 230  4.0  5.0   0.1    MM    MM  MM     MM  21.7    MM  14.6   MM   MM    MM
2017 05 18 16 15 230  4.0  4.0   0.1    MM    MM  MM     MM  19.1    MM  15.4   MM   MM    MM
2017 05 18 16 00 230  3.0  4.0   0.1    MM    MM  MM     MM  18.9    MM  15.7   MM   MM    MM
2017 05 18 15 53 230  4.0  5.0   0.1    MM    MM  MM     MM  21.7    MM  14.6   MM   MM    MM
2017 05 18 15 30 240  4.0  4.0   0.2    MM    MM  MM     MM  18.3    MM  15.6   MM   MM    MM
2017 05 18 15 15 240  3.0  4.0   0.2    MM    MM  MM     MM  18.1    MM  15.4   MM   MM    MM
2017 05 18 14 53 240  4.0  4.0   0.2    MM    MM  MM     MM  18.3    MM  15.6   MM   MM    MM
2017 05 18 14 45 240  4.0  5.0   0.2    MM    MM  MM     MM  18.8    MM  15.8   MM   MM    MM
2017 05 18 14 00 200  2.0  2.0   0.2    MM    MM  MM     MM  18.2    MM  15.6   MM   MM    MM
2017 05 18 13 53 200  2.0  2.0   0.2    MM    MM  MM     MM  18.2    MM  15.6   MM   MM    MM
2017 05 18 13 30 150  1.0  1.0   0.2    MM    MM  MM     MM  17.1    MM  14.9   MM   MM    MM
2017 05 18 13 15 150  1.0  1.0   0.2    MM    MM  MM     MM  16.4    MM  14.4   MM   MM    MM
2017 05 18 13 00  MM  0.0  1.0   0.2    MM    MM  MM     MM  16.4    MM  14.3   MM   MM    MM
2017 05 18 12 53  MM  0.0  1.0   0.2    MM    MM  MM     MM  16.4    MM  14.3   MM   MM    MM
2017 05 18 12 30 320  2.0  2.0   0.2    MM    MM  MM     MM  16.2    MM  14.3   MM   MM    MM
2017 05 18 12 15 330  1.0  2.0   0.2    MM    MM  MM     MM  15.9    MM  14.1   MM   MM    MM
2017 05 18 12 00 290  2.0  3.0   0.2    MM    MM  MM     MM  15.7    MM  13.8   MM   MM    MM
2017 05 18 11 53 330  1.0  2.0   0.2    MM    MM  MM     MM  15.9    MM  14.1   MM   MM    MM
2017 05 18 11 30 200  2.0  3.0   0.2    MM    MM  MM     MM  16.7    MM  14.5   MM   MM    MM
